ID,RecorderName,Date,DateAccuracy,Time,TimeAccuracy,PathName,SubPathName,AffectRoad,HitRoad,RoadPlowed,TimeToClear,RoadDamageLength,AvalancheType,AvalancheTrigger,AvalancheBedSurface,PercentPath,PercentSubPath,HorizStartZoneLoc,VertStartZoneLoc,SizeRelativetoPath,SizeDestructiveForce,ObservationPoint,MaxCrownDepth,AveCrownDepth,CrownWidth,StartElevationFeet,VerticalRunFeet,StartZoneAspect,StartZoneSlope,StartZoneAlpha,RoadBurialLength,RoadBurialDepth,Comments
193,Reardon,2/28/2006,Approximate,NA,Approximate,Mt. Piegan,East Face,No,N/A,N/A,N/A,N/A,WS,N,O,NA,NA,Right,Bottom,2,2,Adjacent,0.5,0.5,0.5,6800,1000,120,NA,NA,N/A,N/A,"WS-N-D2-R2-I?S?
Observed 2/28 while conducting snow survey on road below Siyeh Bend. Visibility poor to fair. Debris appeared fresh, w/ little or no new snow (~1"" HN elsewhere). Likely triggered by warming and rain previous day and overnight; could have occurred late 2/27 or early 2/28. Observed fx once during break in clouds from treed slope acorss from face. All measurements approximate. Slide appeared to run from knob @ bottom lookers left of hanging snowfield and deposited debris to road elevation on slopes to N of siyeh bend."
194,Reardon,1/14/2006,Approximate,NA,Approximate,Alder Trail,NA,Yes,No,NA,N/A,N/A,SS,N,O,NA,NA,NA,NA,NA,NA,Site,NA,NA,NA,7700,2000,250,NA,NA,N/A,N/A,"Evident from photos and field obs of snapped trees, etc that large path immediately < Grinnell Overlook ran huge at some point during winter. Satart zone appears to have been slope immediately N of Grinnell Overlook, but could also be slope < Overlook with debris turning.  Looks like early - Jan 14? - as debris soothed over by subsequent snowfall. Lots of bent/ flagged / scarred trees on edges of path, some quite large. Very few trees > snow cover in path - not the case in other nearby paths. Debris ran amazingly far - down shallow slope & below breakover into Alder Creek drainage.  Estimate to ~5700'!!! That's over a mile from top of headwall! It will be interesting to see in summer but provides excellent ski run in meantime. Photos.."
195,Reardon,4/1/2006,Approximate,NA,NA,Garden Wall,Granite Park/ Bear Valley,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,2,Adjacent,3,3,3,7400,1000,245,NA,NA,N/A,N/A,"1st observed 4-10 from bench > Alder Ck; inspected debris and viewed glide slab 4-11 in poor visibility.  All dimensions estimates, except extent of debris. Some very large chunks in debris - 1 the size of a car. Bed surface terrain similar to other glide cracks along the Garden Wall - short downsloping rock steps. Slope angle pretty steep, w/ little change in slope angle to slope below. Additional cracks extending fromcrown; potential for additional releases."
196,Reardon,4/11/2006,Actual,15:00:00,Actual,Alder Trail,NA,Yes,Yes,No,0.25,NA,WL,AS,O,NA,NA,Middle,Middle,1,1,Site,NA,NA,NA,5200,350,245,NA,NA,4,1,"Multiple small sluffs released w/ ski cuts in 1st gully S of Alder/ Granite Creek. Involved `30cm of wet, cohesionless snow. Ski cuts on lower angle slopes did not entrain snow below and run; on steepr slopes such as this snow quickly entrained surface layers immediately downslope and ran slowly down to; additional sluffs that ran in same gully from other ski cuts ran much faster. Debris piled up on uphill side of road., wonly a little crossing the road."
197,Reardon,4/10/2006,Actual,13:00:00,Approximate,Glacier Wall,NA,No,N/A,N/A,N/A,N/A,WL,N,G,NA,NA,Middle,Top,2,1.5,Distant,NA,NA,NA,4900,3900,45,NA,NA,N/A,N/A,Observed afternoon of 4-10 from road on drive down. Debris very dirty. Occurred in gully across McDoanld Ck from packers Roost turnoff.
198,Reardon,4/6/2006,Approximate,NA,NA,Bird Woman,NA,No,N/A,N/A,N/A,N/A,WS,N,G,NA,NA,Right,Bottom,2,2,Distant,1,1,1,5000,250,200,NA,NA,N/A,N/A,Noted in photographs from 4- 7. Not evident 4-6. Possibly triggered by WL falling from road onto slab or slope adjacent to slab. Dimensions estimated from photos. Numerous WL releases occurred same afternoon.
199,Reardon,4/6/2006,Actual,17:00:00,Approximate,Haystack Creek,Gullies E of Birdwoman overlook,Yes,Yes,No,NA,NA,WL,N,O,NA,NA,Left,Middle,2,2,Distant,NA,NA,NA,6300,1400,NA,NA,NA,NA,NA,One of numerous WL slides in cycle that started afternoon of 4-6. Started as small point release at rocks at top of slope < bench and entrained snow all the way down and across road. Scoured out shallow area above rockfall section in Haystack Ck above road and left dirty debris in creek bottom. Photos.
200,Reardon,4/6/2006,Actual,18:00:00,Approximate,SBRC,NA,Yes,Yes,No,NA,NA,GS,N,G,NA,NA,Right,Top,1,1,Distant,NA,NA,NA,6100,950,250,NA,NA,NA,NA,"Observed 4-7. Appears to be small release from open glide crack. Debris dirty from top, so guessing it failed to ground. Most of crack remains in place."
201,Reardon,4/16/2006,Approximate,NA,Approximate,Granite Creek,NA,Yes,Yes,No,NA,NA,WL,N,O,NA,NA,NA,NA,1,0.5,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debris 1.5m x .75m in uphill lane. Other rollerballs to cutbank.
202,Reardon,4/17/2006,Actual,14:30:00,Actual,Alder Trail,NA,Yes,No,No,N/A,N/A,WL,AS,O,NA,NA,Left,Middle,1,1,Site,NA,NA,NA,5600,300,270,NA,NA,N/A,N/A,"Released several sluffs w/ turns on steep, west-facing slope btn 52-600'. Debris started slowly, but once moving entrained snow below; ran fast & all the way to gully. Vertical fall ~300'."
203,Reardon,4/19/2006,Approximate,NA,Approximate,Mt. Geduhn,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Top,1,1.5,Distant,NA,NA,NA,7750,1000,45,NA,NA,N/A,N/A,"GS-N-D1.5-R1-G Mt. Geduhn on nose btwn subpeaks on SW ridge. NE facing, ~7750' to 7050'. Debris not fully visible. *photo from 4-21 shows debris ran < 6800' and may have triggered shallow slabs < Glide release."
204,Reardon,4/23/2006,Approximate,NA,Approximate,Peak 7850,East face/ bowl,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,2,2.5,Distant,3,3,3,7600,900,100,NA,NA,N/A,N/A,"GS-N-D2.5-R2-G pt. 7850 on Geduhn Ridge. E facing - ~100 deg - ~7600' w/ debris down to 6700'. 100m x 2m, w max depth 3 m. Bedrock. Still snow on bedsurface - likely Sunday 4/23? One of the usual suspects."
205,Reardon,4/23/2006,Approximate,NA,Approximate,Peak 7850,East face/ bowl,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,1,2,Distant,1.5,1.5,1.5,7750,NA,100,NA,NA,N/A,N/A,"GS-N-D2-R1-G Pt. 7850 on Geduhn Ridge. E facing - ~100 deg - ~7750' w/ debris down to 6800'. 30m x 1m, 1.5m max. Another of the usual suspects."
206,Reardon,4/23/2006,Approximate,NA,NA,Trapper Peak,N. Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Top,3,3,Distant,NA,NA,NA,7200,500,60,NA,NA,N/A,N/A,GS-N-D3-R3-G ridge N of Trapper Peak. From just below ridgeline. ENE facing ~7200' to 6700'.150m x ? More cracks to side - likely to calve. Some snow on bedsurface. Bedrock?
207,Reardon,4/24/2006,Approximate,NA,NA,Glacier Wall,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,NA,1.5,Distant,1,1,1,6000,1700,135,NA,NA,N/A,N/A,"GS-N-D1.5-G < Glacier Wall. Several days old. Ground snow free but crown still visible. SE facing, ~6000' 30m X .75m. Debris run unclear but seems about 4300'."
208,Reardon,4/26/2006,Approximate,NA,Approximate,BPR,NA,Yes,Yes,Yes,0.5,NA,WL,N,G,NA,NA,NA,Top,1,1.5,Adjacent,NA,NA,NA,5350,600,280,NA,NA,15,5,"WL-N-D1.5-R1-G? BPR. Debris across both lanes 15m x 4m. Dirty. Probably last night. Trickled over wall.
Observed 4/27."
209,Reardon,4/28/2006,Actual,15:50:00,Actual,Peak 7774,northeast face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Top,2,2.5,Distant,NA,NA,NA,7750,950,70,NA,NA,N/A,N/A,"GS-N-D2.5-R2-G pt. 7774. 7750' to < 6800'. ENE facing. ~65m x 2m?
Saw small chunk < 7774, looked away, then looked back to see much larger debris."
210,Reardon,4/29/2006,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,NA,2,Distant,NA,NA,NA,NA,NA,25,NA,NA,N/A,N/A,"GS-N-d2-G Heavens peak E Ridge. 7000' down to 6300'. N facing - snow on bed surface, but looks like recent snowfall.
Observed 5-1."
211,Reardon,4/29/2006,Approximate,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Middle,NA,2,Distant,NA,NA,NA,7424,800,60,NA,NA,N/A,N/A,"GS-N-d2-G  pt. 7774 - looks older - storm snow on bed surface? ENE facing. ~7424' down to 6150'.
Observed 5-1.
6150' does not fit w/ top map - seems way too low. Does not fit w/ photo. Notes very clear, however. Revised to 6650'."
212,Reardon,4/29/2006,NA,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Bottom,NA,1.5,Distant,NA,NA,NA,7250,NA,NA,NA,NA,N/A,N/A,"GS-N-D1.5-G pt. 7774 - looks older - storm snow on bed surface? ENE facing. ~7250' down to 6150'. Observed 5-1.
6150' does not fit w/ top map - seems way too low. Does not fit w/ photo. Notes very clear, however. Revised to 6650'."
213,Reardon,4/30/2006,Approximate,NA,NA,Peak 7850,East face/ bowl,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,2.5,Distant,NA,NA,NA,7750,1500,90,NA,NA,N/A,N/A,"GS-N-D2.5-G pt. 7850. Slab btwn 2 previous releases. Bedrock. Snow still on bed surface - but not on old bed surfaces adjacent/ next to it. E facing. 7750' - 6250'.
Observed 5-1 w/ poor visibility. Slide obviously recent, however, when comparing w/ adjavent bedsurfaces. Clearer photos from 5-4. Crown looks several meters deep."
214,Reardon,4/29/2006,Approximate,NA,Approximate,Haystack Creek,Show You,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Right,Bottom,NA,1,Distant,NA,NA,NA,5900,300,235,NA,NA,N/A,N/A,"From 5-1 observation: Snow in Frown is gone, w/ small, fresh-looking debris pile < crack but > road.

4-28 photo shows clearly that slab in place - 5-1 photos shows slab gone."
216,Reardon,4/29/2006,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,1.5,Distant,3,3,3,6950,300,25,NA,NA,N/A,N/A,"GS-N-d1.5-G Heavens E Ridge > moraine. Prior to snowfall. 15m x 2m, max 3m. 6950' down to 6650'. NNE facing.
Observed 5/4/06."
217,Reardon,5/6/2006,Approximate,NA,NA,SBRC,NA,Yes,Yes,Yes,0.25,NA,GS,N,G,NA,NA,Middle,Middle,NA,1.5,Site,0.75,0.75,0.75,5500,450,250,NA,NA,NA,NA,"GS-N-d1.5-G. SBRC midslope crack. Debris has fresh snow on top but is supportable, Large chunks of debris. WSW facing. Ran 5500' down to 5050'. Debris across road, both lanes covered 20m x 2m.No slides observed 5-5 by end of workday. New snow on debris suggests prior to snowfall which started 5-7."
218,Reardon,5/14/2006,Approximate,NA,NA,Haystack Creek,NA,Yes,Yes,Yes,NA,NA,GS,N,G,NA,NA,Right,Middle,NA,2,Adjacent,0.75,0.75,0.75,6300,5200,220,NA,NA,13,3,"GS-N-D2-G haystack Ck - upper of 3 stacked cracks. Still dirty snow on rocks > road - fresh. Appears to have run across road. SSW facing ran ~6300' down to 5200'. Stopped on road. Debris 13m x 3m, across both lanes to ~ 1m from road edge. Debris softened by melt - more than a few hours old.

Observed 5/15."
219,Reardon,5/14/2006,Approximate,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,NA,2,Distant,3.5,3.5,3.5,7150,500,45,NA,NA,N/A,N/A,"GS-N-d2-G HPRG. Initial release. NE facing, ran 7700' to 6700'. No snow on bedrock - not today? Crown 30m x 2-3.5m.
Observed 5-15.
7700' seems to high - revised to 7150' to 6650'.

Series of d1 calve releases from glide cracks along heavens E Ridge 6400-6600'."
220,Reardon,5/15/2006,Actual,14:00:00,Actual,Heavens Peak North Ridge,Pt. 7218,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,NA,2.5,Distant,2,2,2,7000,600,115,NA,NA,N/A,N/A,"GS-N-d2.5-G Heavens N Ridge. Observed @1400, after earlier photograph. Didn't see a few minutes < 1400. ESE facing, ran 6900' down to 6400', 1-2m deep, avg. 1.5 m. Possibly triggered by WL from above.
Observed 5-15; dimensions/ elev revised on data entry 8-20. br."
221,Reardon,5/16/2006,Actual,10:35:00,Actual,Weeping Wall,NA,Yes,Yes,Yes,NA,NA,GS,N,G,NA,NA,Left,Top,NA,2,Adjacent,0.75,0.75,0.75,6700,900,165,NA,NA,NA,NA,"GS-N-D2-G Weeping Wall @ 1035AM. Ran from convex rolleover w/ bare ground btwn slab & road. SE aspect, ran 6700' down to 5900'. Crown 15m x .5m. No debris on road. Surprising how fast debris melted.
GS-N-D1 x2 hangfire releases @ 1218, 1315. released from bottom of snow. A few balls and rocks hit road. Observed while happening from Triple Arches rib."
222,Reardon,5/15/2006,Actual,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,NA,3,Distant,4,4,4,7300,700,45,NA,NA,N/A,N/A,Observed & photographed 5-15. Dimensions taken from photo.
223,Reardon,5/15/2006,Approximate,NA,NA,Haystack Creek,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Bottom,NA,1.5,Distant,0.75,0.75,0.75,6450,400,225,NA,NA,N/A,N/A,"GS-N-D1.5-G Haystack Ck. Stopped on bench immediately above [cliffs] Sometime late yesterday/ early today.
Observed 5-16. Dimensions taken from photos."
224,Reardon,5/16/2006,Actual,0:18:00,Actual,Weeping Wall,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,1.5,Adjacent,0.75,0.75,0.75,6600,800,165,NA,NA,N/A,N/A,"GS-N-D2-G Weeping Wall @ 1035AM. Ran from convex rolleover w/ bare ground btwn slab & road. SE aspect, ran 6700' down to 5900'. Crown 15m x .5m. No debris on road. Surprising how fast debris melted.
GS-N-D1 x2 hangfire releases @ 1218, 1315. released from bottom of snow. A few balls and rocks hit road.
Dimensions taken from photos; size revised on data entry. Br."
225,Reardon,5/15/2006,Approximate,NA,NA,Mt. Gould,West Face,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Bottom,NA,1.5,Distant,2,2,2,8250,1000,210,NA,NA,N/A,N/A,"GS-N-d1-G from > cliff in N. Bowl of Big Bend/ lower W face of Gould. Repeat offender. Initial chunk, but enough slab for d2 remains.
Observed 5-16. Dimensions estimated during data entry 8-20. br."
226,Reardon,5/16/2006,Actual,NA,NA,Heavens Gate,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,3,3.5,Distant,5.5,5.5,5.5,7700,4000,75,NA,NA,N/A,N/A,Observed ~ 6AM on 5-17-06 from road. Dimensions estimated from photos.
227,Reardon,5/17/2006,Approximate,NA,NA,Bird Woman,NA,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,1,Adjacent,NA,NA,NA,6250,650,190,NA,NA,N/A,N/A,"GS-N-d1-G x2 Birdwoman Overlook. From uppermost part. Only brown streaks visible. Ran to about midslope. S facing, ran from ~6250' down to 5600'.
Observed 5-18. Aspect adjusted during data entry from topo map."
228,Reardon,5/17/2006,Approximate,NA,NA,Bird Woman,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,1,Adjacent,NA,NA,NA,6250,650,190,NA,NA,N/A,N/A,"GS-N-d1-G x2 Birdwoman Overlook. From uppermost part. Only brown streaks visible. Ran to about midslope. S facing, ran from ~6250' down to 5600'.
Observed 5-18. Aspect adjusted during data entry from topo map."
229,Reardon,5/21/2006,Approximate,NA,NA,Heavens Gate,NA,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,2,Distant,6,6,6,7500,800,90,NA,NA,N/A,N/A,"Numerous glide crack failures since Friday:
GS-N-d2-G. Heavens Gate calve release, NE/ downhill side. Looks very chunky, like multiple events. Also looks recent - not sun-softened. Crown 55m x 3+m up to 6-7m deep. ENE facing, ran from ~7700' down to ~6700'. Much of debris stopped by old moraines. Potential for hangfire/ more calving.
Observed 5-22. Date approximated.
Elevation adjusted based on photo & topo map during data entry."
230,Reardon,5/20/2006,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,1.5,Distant,2,2,2,6725,400,15,NA,NA,N/A,N/A,"GS-N-d1-G & GS-N-d1.5-G from ridge cornice, Heavens E ridge. Debris softened but apparent. Ran to bottom of slope/ top of runout. N facing, ran from 6725' down to 6325. Several more calve releases - look fresher. 1 outside, several more inside moraine. 7000' down to 6300'.
Aspect adjusted during data entry from photo."
231,Reardon,5/20/2006,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,1,Distant,1.5,1.5,1.5,6725,400,15,NA,NA,N/A,N/A,"GS-N-d1-G & GS-N-d1.5-G from ridge cornice, Heavens E ridge. Debris softened but apparent. Ran to bottom of slope/ top of runout. N facing, ran from 6725' down to 6325. Several more calve releases - look fresher. 1 outside, several more inside moraine. 7000' down to 6300'."
232,Reardon,5/21/2006,Approximate,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,2,Distant,6,6,6,7300,700,45,NA,NA,N/A,N/A,"GS-N-d1.5?-G HPRG. Several calve releases along crown, in corner by cliff.

Observed 5-22. Dimensions estimated from photos."
233,Reardon,5/21/2006,Approximate,NA,NA,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,2,Distant,2,2,2,7950,1950,255,NA,NA,N/A,N/A,"GS-N-d2-G Show Me. Crown 15m x 1.5m. W facin, ran from 7900' down to 6000'. Debris onto flats > road. Can't tell when - lines @ fx sharp, debris softened by melt. Some hangfire remaining. Through scope it appears rock ""teeth"" the size of dressers - provide considerable support.

Dimensions, elevation, aspect adjusted during data entry."
234,Reardon,5/21/2006,Approximate,NA,NA,1st Chute Below Triple Arches,NA,Yes,Yes,Yes,NA,NA,GS,N,G,NA,NA,Left,Bottom,NA,1,Adjacent,0.5,0.5,0.5,6200,200,235,NA,NA,12,2.5,"GS-N-d.5-G Chute < Arches. Slabs/ chunks all off slope above, lots of dirt etc. Debris 12m x 2.5m across 1+ lanes."
235,Reardon,5/28/2006,Approximate,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,2,3,NA,6,6,6,7850,1700,45,NA,NA,N/A,N/A,"GS-N-D3-G - HPRG.  additional activity, w/ deepest crown yet near top of slope. Can't tell when it released. Recent snow on bedsurface.
Observed 5-31. Date & dimensions estimated during data entry 8-20. br."
236,Reardon,5/30/2006,Approximate,NA,NA,Heavens Gate,Slabs,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,NA,3,Distant,10,10,10,8650,1800,45,NA,NA,N/A,N/A,"GS-N-d2.5-G Slabs > Heavens Gate. No snow on Bed surface - more recent. Debris < moraine.
Wl-N-D1.5-OSx2 in vicinity

Dimensions estimated from photo during data entry 8-21. br."
237,Reardon,4/22/2005,Approximate,NA,NA,Peak 7850,East Bowl/ Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,2.5,Distant,2.5,2.5,2.5,7550,650,95,NA,NA,N/A,N/A,".6"" SWE gain and some new snow btwn likely date and obs - may have run to ground w/ new snow covering bed surface. 

Date estimated and dimensions revised during data entry 8-25-06 br"
238,Reardon,4/24/2005,Approximate,NA,NA,Peak 7850,East Bowl/ Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,3,Distant,2,2,2,7750,1200,95,NA,NA,N/A,N/A,"GS-N-d3-G  Some snow still visible on bedrock  mot melted clean. Ran 4-24? 7750' E facing, ran 1200' vertical, <100m wide, ? Deeep. Near area cracks noticed 4-19. On photo, slab appears to be at least 1m thick

WS-N-d3-OS triggered by GS described above? Same event? E facing, 7300' - 6650'. 115mX.5-.75m. On photo appear to be at least 2 layers of debris - w/ swath of debris down center on top. Appears as though WS occurred 1st, possibly with lower 1/4 of GS from bedrock or including lower part of GS on bedrock. Larger GS ran 2nd, possibly when unsupported. 

Date estimated and dimensions revised during data entry 8-25-06 br"
239,Reardon,4/22/2005,Approximate,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,1,Distant,NA,NA,NA,7400,550,70,NA,NA,N/A,N/A,"GS-N-D1-G E facing slope. ~7400' - 6850' 15m wide X ?m deep. No snow on bedrock.

Date estimated at data entry from lack of snow on bedrock."
240,Reardon,4/22/2005,NA,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Bottom,NA,1.5,Distant,NA,NA,NA,7300,550,70,NA,NA,N/A,N/A,"GS-N-D2-G E facing 7300'-6750' 50m wide X ? Deep. No snow on bedrock. Cracks noted 4-19.
Date estimated at data entry from lack of snow on bedrock."
241,Reardon,4/24/2005,Approximate,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,2.5,Distant,NA,NA,NA,7750,1000,60,NA,NA,N/A,N/A,"GS-N-D2.5-G ENE facing. 7750'-6750' 125m wide X > 1m deep. Some snow visible on bedrock.

Date estimated & dimensions adjusted during data entry 8-25-06br"
242,Reardon,4/24/2005,Approximate,NA,NA,Peak 7774,Northeast Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Middle,NA,2,Distant,NA,NA,NA,7600,700,60,NA,NA,N/A,N/A,"GS-N-D1.5-G. ENE facing. 7600'-6900'. 75m wide X ? Deep. Cracks 1st noted 4-19.
Date estimated & dimensions adjusted during data entry 8-25-06br"
243,Reardon,4/24/2005,Approximate,NA,NA,Geduhn-Trapper Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,7550,950,140,NA,NA,N/A,N/A,"Geduhn- Trapper Ridge:GS-N-D2-G 7550-6600 next knob SW of Trapper. SE facing, just < ridgeline in rockbands.
Date estimated & dimensions adjusted during data entry 8-25-06br"
244,Reardon,4/24/2005,Approximate,NA,NA,Big Bend,Mt. Gould West Face,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Left,Bottom,NA,1,Distant,1.5,1.5,1.5,8025,400,215,NA,NA,N/A,N/A,"Glide crack on W face of Mt. Gould open - SW aspect, 8150'. ~75-100m wide. Several smaller cracks in vicinity. Cracks ~200"" > cliff band @ 7920; 
GS-N-D.5-G/OS.1 small chunk already released from below ck [crack?] &  > clifs.

Date estimated & dimensions adjusted during data entry from photos. 8-25-06 br."
245,Reardon,5/3/2005,Approximate,NA,NA,Big Bend,Mt. Gould West Face,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,2,Distant,1.5,1.5,1.5,8100,950,215,NA,NA,N/A,N/A,"GS-N-d2-G calve release from west face of Gould glide cracks. Looks recent - ~ same age as debris from W face release. Ran down to flats.8100 ft - 7150 ft. Scoured part of track down to rocks; debris dirty. 

Date & dimensions estimated from photos during data entry 8-25-06 br."
246,Reardon,5/4/2005,Approximate,NA,NA,Trapper Peak,North ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,3,Distant,NA,NA,NA,7200,650,60,NA,NA,N/A,N/A,"GS-N-d3-G, Gs-N-d2.5-G right from ridge on Trapper Ridge (or farther north on Nahsukhin Ridge?). Elev unknown - maybe 7200' NE facing, ran to 6550'

Observed 5/5/05. Date & dimensions estimated during data entry 8-25-06 br."
247,Reardon,5/4/2005,Approximate,NA,NA,Trapper Peak,North Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,Top,NA,2.5,Distant,NA,NA,NA,7200,500,60,NA,NA,N/A,N/A,"GS-N-d3-G, Gs-N-d2.5-G right from ridge on Trapper Ridge (or farther north on Nahsukhin Ridge?). Elev unknown - maybe 7200' NE facing, ran to 6550'

Observed 5/5/05. Date & dimensions estimated during data entry 8-25-06 br."
248,Reardon,5/5/2005,Actual,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,2,Distant,2,2,2,7000,700,25,NA,NA,N/A,N/A,"GS-N-(c?)-d2.5-G triggered WS-G-D3-OS East Ridge of Heavens/ Started @ ridge @ ~7000' - beak in cornice there - ~ 15m wide., 1-2m deep. 20-25m wide slab pulled out, to bedrock, possible glide pulling off cornice, possibly cornice fall-triggered glide slab that was unstable. Some hangfire looker's left side. Flaling slab triggered slab on slope below - flank on looker's right visible ~30-35m wide, .5m deep. Stepped ~50m wider @~6500'. Lots of debris. Looks to have stopped ~6250'. March 13th interface? N aspect. Slope appears shallower angle where broke - 30-35 deg? Ridge appears > 40 deg.

Dimensions & size adjusted during data entry 8-25-06 br."
249,Reardon,5/5/2005,Actual,NA,NA,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,NA,1.5,Distant,1.5,1.5,1.5,7950,1900,255,NA,NA,N/A,N/A,"Show Me crack has widened significantly - bottom has calved/ released chunks, slab wrinkled & rumpled - rocks @ bottom showing - roughness/ microterrain more important influence can slabfail as unit anymore? Seems more likely to calve chunks. GS-N-D1-1.5-G multiple releases. 8000'-6000' 5 x 15m x .5-1m Did not trigger slope below - a good test. Seems unlikely additional releases will trigger snowfield below. Lots of grooves/ scouring. Looks as if GS still layered - some places failed partially.

Dimesnions adjusted from photo during data entry 8-25-06 br. Listed as one event."
250,Reardon,5/5/2005,Approximate,NA,Approximate,Chute Above Triple Arches,NA,Yes,Yes,No,NA,NA,GS,N,G,NA,NA,Left,Bottom,NA,1,Distant,NA,NA,NA,7700,NA,225,NA,NA,NA,NA,GS-N-D.5-G Chute > Arches SW aspect ~7700' 5m x 1m rock/ dirt visible where failed can't tell how far down debris ran. Occurred > 3 pm 5/5.
251,Reardon,5/8/2005,Approximate,NA,NA,Heavens Gate,Heavens Gate,Yes,No,Yes,N/A,N/A,GS,N,NA,NA,NA,Middle,Top,3,3.5,Distant,3,3,3,7650,4000,75,NA,NA,N/A,N/A,"South Face of Heavens/ Heavens Gate: GS-N-D3.5-G. Wider than failures of past 2 seasons - failed both lookers left (03 failure) and > moraine. Significant hangfire remains. Debris still looks fresh, esp in creek bottom. 7900-400. 300m x 3-7m.

Dimensions adjusted during data entry from photo. Appears to be several releases, w/ largest (this one) the most recent. 8-25-06 br."
252,Reardon,5/7/2005,Approximate,NA,NA,Heavens Gate,Heavens Gate,Yes,No,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,2,2.5,Distant,3,3,3,7700,550,110,NA,NA,N/A,N/A,"South Face of Heavens/ Heavens Gate: GS-N-D3.5-G. Wider than failures of past 2 seasons - failed both lookers left (03 failure) and > moraine. Significant hangfire remains. Debris still looks fresh, esp in creek bottom. 7900-400. 300m x 3-7m.

Dimensions adjusted during data entry from photo. Appears to be several releass, w/ smaller (this one) occurring first. 8-25-06 br."
